Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,ClassValues
-0.022981,0.001892,0.006202,-0.01535,-0.000559,-0.002704,0.05223,0.005109,0.053619,No-use
0.037023,-0.002415,-0.018398,-0.006905,0.020452,0.041048,-0.014307,-0.029196,-0.021762,No-use
0.038234,-0.004944,0.009987,-0.01841,0.026795,0.037636,0.059849,0.016663,0.039183,No-use
0.021753,-0.046868,-0.046594,-0.013829,-0.003293,0.017116,0.024584,0.040265,0.011453,No-use
-0.027481,-0.078553,0.02131,0.014883,0.024168,0.005693,0.019679,0.001141,-0.0431,No-use
-0.017067,-0.030261,-0.028397,0.007332,0.064111,-0.004079,-0.000951,-0.023623,-0.019792,No-use
-0.011733,0.019357,0.024594,-0.010415,-0.032731,-0.033351,0.020462,-0.017074,-0.034004,No-use
0.045454,-0.006032,-0.001943,0.019101,-0.017536,-0.020091,0.034456,-0.011835,-0.017461,No-use
0.054056,0.018112,0.001557,0.031901,0.008653,0.030272,0.045641,-0.00465,-0.040103,No-use
-0.005382,0.016911,0.000926,0.025788,-0.044219,-0.016142,0.036968,-0.025781,-0.024413,No-use
0.001681,-0.014401,0.012632,0.015131,-0.007929,0.001547,0.064507,-0.018218,0.04507,No-use
-0.008683,-0.004933,-0.022863,0.026618,-0.031945,-0.017895,0.03423,-0.007095,-0.003608,No-use
-0.015388,0.004217,-0.024755,0.016962,-0.031056,-0.020501,0.030683,-0.000566,-0.000764,No-use
-0.022331,0.009156,-0.042436,-0.054273,-0.007817,-0.000498,-0.008077,-0.017053,-0.004143,No-use
-0.01951,0.023022,-0.028128,-0.024027,0.026029,-0.028859,-0.006707,-0.026883,-0.010629,No-use
0.037907,0.001997,0.02871,-0.016165,0.010494,-0.005477,0.055565,-0.005792,0.038049,No-use
-0.020476,0.016414,-0.023512,-0.025664,0.037227,0.022755,-0.000881,-0.019743,-0.031411,No-use
-0.001624,0.01109,0.004289,-0.044109,0.00328,-0.050881,-0.013464,-0.048658,-0.025815,No-use
0.100759,0.061556,-0.019003,-0.023635,0.036111,0.036529,0.050977,-0.037122,0.043238,No-use
-0.0348,-0.00341,-0.032609,-0.001417,0.024438,0.004945,0.002889,-0.033159,-0.020059,No-use
0.03068,-0.065272,-0.011692,0.019193,0.061984,-0.059239,0.013087,0.027416,0.005835,No-use
0.015988,0.037023,0.008355,0.004619,0.0333,-0.006877,0.02539,0.015699,-0.032209,No-use
-0.008133,0.024827,0.029382,-0.008633,0.049661,-0.009881,0.049232,0.01038,0.035226,No-use
0.047653,0.031574,-0.01842,-0.052057,-0.006172,-0.010403,-0.001473,-0.035432,-0.019746,No-use
-0.015102,-0.02876,-0.026162,0.040181,0.003211,-0.001892,0.034526,0.005484,-0.0071,No-use
-0.008861,-0.014287,-0.023494,0.011587,0.011743,-0.031746,0.021223,0.019607,0.003491,No-use
0.038716,0.009144,0.011633,0.008067,0.035138,-0.073779,0.015707,0.006464,-0.010477,No-use
-0.046385,0.017207,-0.033543,-0.032853,-0.001769,-0.009522,-0.005698,-0.029309,-0.01199,No-use
0.000995,-0.05083,0.018022,-0.010167,0.009601,0.010573,-0.009411,0.020228,-0.020375,No-use
-0.037846,0.010558,-0.030351,-0.008332,-0.022337,-0.021762,0.01988,0.020339,0.006085,No-use
0.056117,-0.035204,-0.010262,0.005303,0.016046,0.011298,0.001794,0.028994,0.00125,No-use
0.040816,-0.06588,0.001359,0.005358,0.006245,-0.069357,-0.013818,0.012301,0.020395,No-use
-0.015519,0.005217,-0.025691,-0.001021,0.010164,-0.037533,0.017237,0.026504,0.007463,No-use
0.024352,-0.037489,-0.037517,-0.060654,-0.009311,0.030006,0.013542,0.056426,0.004788,No-use
-0.049435,0.009619,0.014213,-0.016052,-0.028069,-0.003991,0.018817,-0.002077,-0.035458,No-use
-0.000128,0.014546,-0.045996,0.014175,-0.01657,-0.018682,0.013927,-0.055436,-0.002644,No-use
0.02297,0.005874,0.020037,-0.050055,-0.027551,-0.048201,0.007729,0.004461,-0.018966,No-use
-0.026432,-0.019874,-0.01794,-0.034408,-0.022962,0.003087,0.014736,0.026812,-0.007379,No-use
0.004618,-0.085733,-0.009336,-0.000443,0.019867,0.00564,0.018867,0.022552,-0.015054,No-use
-0.011018,0.006019,-0.024632,0.003447,0.007927,-0.037917,0.01931,0.022397,0.006318,No-use
0.032496,0.01059,0.036236,-0.010153,0.005406,-0.073957,0.012647,-0.011899,-0.028295,No-use
0.0688,-0.024024,0.013629,0.030722,0.028631,0.024528,0.011644,0.00888,-0.025925,No-use
0.035759,-0.051466,0.015252,0.009191,0.024192,-0.063558,0.014771,-0.000847,-0.013716,No-use
-0.046031,-0.021374,-0.007685,-0.005567,-0.016683,-0.003139,0.019627,0.01008,-0.017497,No-use
0.002438,0.024262,0.005485,-0.005832,0.042479,-0.002543,0.019609,0.027653,-0.029904,No-use
0.080443,-0.013193,-0.019133,-0.006993,-0.038624,0.027808,0.011545,0.015285,0.004252,No-use
0.087433,0.024099,-0.002056,0.007456,-0.038815,-0.016364,0.011584,-0.005071,0.001831,No-use
-0.029852,0.011396,-0.0066,-0.029402,0.027867,-0.016408,-0.008873,-0.034352,-0.031383,No-use
0.012304,-0.020294,0.005443,0.03749,-0.002079,-0.021983,0.033566,-0.016614,-0.025273,No-use
0.034097,-0.046921,0.010942,-0.025603,-0.003389,0.015647,-0.008083,0.024638,-0.01369,No-use
0.034086,0.034754,-0.014658,0.042224,-0.019378,-0.048122,0.039162,-0.01794,-0.00287,No-use
-0.010818,-0.00572,0.033022,0.001616,-0.009906,0.007827,0.060428,-0.022897,0.027143,No-use
0.055385,0.009957,-0.007168,-0.0111,0.014909,0.047002,0.005428,0.037975,-0.013895,No-use
-0.032314,-0.056732,0.021964,-0.009851,-0.005395,-0.009349,0.014202,-0.00117,-0.036747,No-use
0.025003,-0.019696,-0.039512,-0.034217,-0.028599,0.049737,0.02864,0.037248,-0.004137,No-use
-0.014622,0.01174,-0.030636,0.024746,0.06143,-0.02259,0.021855,0.041183,0.002683,No-use
-0.005704,-0.039147,-0.012987,-0.001139,0.025143,0.014832,0.038702,-0.053656,0.045529,No-use
-0.027134,0.00973,-0.052346,-0.012635,-0.003147,-0.016378,0.00149,-0.030792,0.004222,No-use
-0.033532,-0.030055,-0.028075,0.007948,-0.014706,-0.009418,0.023706,0.014758,0.000431,No-use
0.011585,0.041247,0.0237,0.016756,0.046102,-0.040543,0.021561,0.004506,-0.035152,No-use
-0.0113,0.043056,-0.037777,-0.024208,-0.026434,0.063523,0.017151,-0.038623,-0.034457,No-use
-0.038433,-0.00263,-0.054687,-0.020853,0.004912,-0.012236,-0.003254,-0.020892,0.005955,No-use
0.00931,-0.059196,0.007517,0.014725,0.023261,-0.035158,0.018308,0.003882,-0.018031,No-use
0.033834,0.008475,-0.018674,0.013172,-0.033065,0.083083,0.051514,0.002063,-0.039094,No-use
0.022651,0.033715,0.027265,-0.014095,0.075891,-0.049763,-0.009787,-0.044447,-0.04945,No-use
-0.003347,0.029665,-0.000719,-0.010898,0.034636,-0.053581,0.010675,0.026674,-0.007405,No-use
-0.042861,0.001469,0.01517,-0.02438,0.012263,-0.018418,0.008919,0.018464,-0.030076,No-use
-0.02955,-0.021857,0.002551,-0.021675,-0.00008,0.020844,0.017769,0.020705,-0.031676,No-use
-0.007343,0.031276,-0.019871,-0.002581,0.009487,0.003767,0.025893,0.026535,-0.012226,No-use
0.058933,-0.005656,-0.012967,0.013038,0.034393,0.010622,0.004044,0.0352,0.001107,No-use
-0.033341,0.021867,0.014357,-0.00699,0.029721,-0.016487,0.014717,0.018141,-0.033063,No-use
-0.033038,-0.005698,-0.003429,-0.027459,-0.011508,-0.033568,0.009433,0.018041,-0.008622,No-use
0.037092,0.04152,-0.040078,-0.008421,-0.063347,0.055781,0.047167,0.009274,-0.011414,No-use
0.015869,0.02188,0.03654,-0.033335,0.0195,-0.027362,0.010341,0.010353,-0.042818,No-use
-0.024226,0.004758,0.020222,0.022973,0.058165,0.003957,-0.005202,0.026177,-0.02792,No-use
-0.035664,0.016563,-0.057088,-0.010165,0.025726,-0.009729,-0.000565,-0.015053,0.004684,No-use
-0.044691,-0.011354,-0.03133,-0.009128,-0.014047,-0.014822,0.017648,0.025764,0.005546,No-use
-0.037888,0.01071,0.013603,-0.008505,0.034425,-0.012921,0.013082,0.02188,-0.033046,No-use
-0.010121,0.011898,-0.01592,-0.04026,-0.019632,0.006851,-0.000318,-0.04469,-0.029492,No-use
-0.019892,0.053681,-0.005497,0.042178,0.035461,0.005449,0.008077,0.021366,-0.012119,No-use
0.007102,-0.033562,-0.010329,-0.012974,0.006414,-0.010462,0.017713,0.02234,-0.009989,No-use
0.034086,0.034754,-0.014658,0.042224,-0.019378,-0.048122,0.039162,-0.01794,-0.00287,No-use
0.041233,-0.02413,-0.02142,0.01534,0.003469,0.026588,0.037105,0.014359,-0.016311,No-use
0.026283,0.038295,-0.012869,0.012948,0.033929,-0.016147,0.027994,0.0228,-0.012582,No-use
-0.024436,-0.007742,-0.026567,0.010979,-0.024115,-0.01655,0.026975,0.00728,0.000397,No-use
-0.002632,-0.063736,-0.05288,-0.048083,0.03004,0.037064,-0.007373,0.004256,-0.004871,No-use
-0.026662,0.018169,-0.054971,-0.001228,0.021252,-0.010497,0.00358,-0.023268,0.002395,No-use
-0.042815,0.011823,0.014866,-0.027333,0.009796,-0.0216,0.008481,0.018833,-0.028948,No-use
-0.000284,0.015422,0.007581,-0.019473,0.019198,-0.008232,0.016483,0.022183,-0.027505,No-use
-0.018553,0.023757,-0.004259,-0.021185,0.019807,-0.02055,-0.004129,-0.044252,-0.033117,No-use
-0.058437,0.008014,0.012097,-0.024989,-0.023594,-0.003223,0.014672,0.006138,-0.03317,No-use
-0.046376,0.017391,-0.035093,-0.005862,0.006537,-0.015113,0.017825,0.036077,0.006547,No-use
-0.042637,0.021177,0.015496,-0.012303,-0.033891,-0.007749,0.021488,-0.00787,-0.036047,No-use
-0.049286,-0.032864,-0.031779,-0.00769,-0.006876,-0.008074,0.016451,0.029134,0.004436,No-use
0.042531,-0.008268,-0.028047,-0.016591,0.049585,-0.030587,-0.003599,-0.023574,-0.007665,No-use
-0.015105,-0.086695,0.012092,-0.032068,-0.003153,0.006615,0.009589,0.016511,-0.029439,No-use
0.037568,-0.015262,0.023255,0.03108,0.011168,0.007017,0.008386,-0.004371,-0.029101,No-use
-0.022249,-0.017081,0.029746,-0.024585,0.039374,-0.005064,0.042238,0.014074,0.037103,No-use
0.05131,0.023234,0.041919,0.052231,0.007621,-0.037731,0.011534,-0.030888,-0.033239,No-use
0.009786,-0.035537,-0.000013,-0.038862,-0.038358,0.022642,0.020555,0.011063,-0.026009,No-use
0.012725,-0.006528,-0.01389,0.029339,0.009288,0.014766,0.036974,0.006578,-0.021885,No-use
-0.018944,0.020292,-0.031064,0.035308,0.01998,-0.008355,0.03279,0.018588,-0.003272,No-use
0.0738,0.034993,0.0074,0.016711,0.010473,-0.000734,0.038556,-0.00285,-0.032945,No-use
-0.009223,-0.007767,-0.047504,0.011144,-0.007162,-0.01155,0.010658,-0.047958,-0.00261,No-use
-0.030669,0.009847,-0.031084,0.01273,0.001173,-0.013275,0.025518,0.021333,0.001415,No-use
-0.017658,-0.053843,0.002413,-0.04203,0.025912,-0.030444,-0.01809,-0.036493,-0.028574,No-use
0.045463,-0.0477,-0.04732,-0.017513,0.036571,-0.035616,-0.004879,-0.018941,0.012123,No-use
-0.010554,-0.017603,-0.025409,0.041697,-0.001493,-0.005458,0.03616,0.001745,-0.007117,No-use
-0.021275,0.014917,-0.002163,-0.034826,-0.003474,-0.026239,-0.007255,-0.049722,-0.030718,No-use
-0.018012,0.026591,0.020382,-0.005711,-0.004976,-0.026894,0.019443,-0.00339,-0.034114,No-use
-0.009767,0.005193,0.009639,-0.066808,-0.009032,-0.007753,-0.013276,-0.042512,-0.041927,No-use
-0.012634,0.024024,0.028324,-0.013101,0.051898,-0.009497,0.047159,0.014488,0.03637,No-use
-0.013417,-0.025628,-0.022698,-0.016919,0.008141,-0.022588,-0.003935,-0.042041,-0.015029,No-use
-0.014161,-0.096006,-0.019796,0.016384,0.006849,-0.014969,0.020127,0.013612,-0.00143,No-use
0.008723,-0.078073,0.010118,0.0304,0.063792,0.028701,0.0271,0.017808,-0.042894,No-use
-0.021385,-0.000042,0.024472,-0.045789,-0.008968,-0.052315,0.001219,0.010319,-0.02279,No-use
0.015325,0.019069,0.014893,0.019677,-0.022042,-0.009151,0.069411,-0.029435,0.04502,No-use
0.005746,-0.111563,-0.004187,-0.036053,0.013637,-0.020165,0.002716,0.032154,-0.004875,No-use
-0.031188,-0.008946,-0.028155,0.004277,-0.020759,-0.015974,0.023866,0.013441,0.002114,No-use
-0.023096,-0.002857,-0.020759,-0.016464,0.05109,0.012703,0.031186,-0.028598,0.051663,No-use
0.006624,0.01575,-0.044409,0.020877,-0.019926,-0.019259,0.017037,-0.061597,-0.004361,No-use
0.00706,0.011578,-0.004537,-0.051016,-0.010641,-0.011813,-0.035031,-0.03174,-0.011376,No-use
0.007164,0.018585,-0.019768,0.036351,-0.044709,-0.025603,0.040609,-0.020734,-0.005358,No-use
-0.01783,0.009959,-0.041378,-0.049805,-0.010054,-0.000882,-0.006005,-0.02116,-0.005288,No-use
-0.015418,0.014302,-0.023839,0.011147,0.020635,0.048466,0.017166,-0.043766,-0.043736,No-use
-0.009695,0.009982,-0.018241,-0.0259,0.007234,0.015914,0.002211,-0.037535,-0.032446,No-use
-0.03836,0.002272,0.016228,-0.019912,0.010026,-0.018802,0.010992,0.014357,-0.03122,No-use
-0.026541,-0.072182,-0.02759,0.040823,0.018672,0.011796,0.031096,0.014279,-0.008749,No-use
-0.012528,-0.013816,0.01049,-0.050505,-0.021541,-0.015851,0.007558,0.017036,-0.022119,No-use
-0.0097,0.025664,-0.035253,-0.048412,-0.008264,0.0436,0.00309,-0.021498,-0.026104,No-use
-0.049477,0.015684,-0.001527,-0.060697,0.026491,0.007891,0.017922,-0.027742,0.041249,No-use
-0.020964,-0.017599,0.007955,-0.052185,0.036172,-0.007974,0.017174,-0.035998,0.040482,No-use
0.015246,0.006498,0.002549,-0.023829,0.03076,0.031488,0.009696,-0.035832,0.047356,No-use
0.011393,-0.017009,0.021862,-0.009583,-0.063867,0.050683,0.03823,-0.025485,-0.057422,No-use
0.005336,0.000739,0.061981,-0.012246,-0.009604,-0.011304,0.054286,-0.034726,0.01183,No-use
-0.033766,0.023782,0.016678,-0.02135,0.002855,-0.02555,0.012188,0.010986,-0.030109,No-use
-0.05374,-0.023313,-0.033142,-0.015112,-0.007106,-0.010872,0.01394,0.03361,0.006708,No-use
0.018839,-0.007159,-0.014246,-0.080477,0.006794,0.027392,0.022929,-0.02208,0.050665,No-use
0.002082,-0.010751,0.037887,-0.01437,0.000203,-0.016239,0.05111,-0.015672,0.033763,No-use
0.013288,-0.019099,0.040837,-0.000246,-0.002923,-0.014017,0.056731,-0.026309,0.029774,No-use
-0.020684,0.012648,0.006427,-0.016069,-0.004144,-0.006078,0.052828,0.003424,0.054174,No-use
0.014378,0.004916,0.023569,-0.008861,0.052523,0.049052,0.013765,-0.043993,0.022486,No-use
-0.007133,-0.054233,0.025464,0.029084,0.009167,-0.002399,0.028131,-0.016605,-0.045994,No-use
0.017789,-0.028825,-0.004748,-0.061138,0.00687,-0.031927,-0.016602,-0.033399,-0.020206,No-use
0.03033,-0.017159,-0.015519,-0.04489,0.004163,0.04063,0.019844,0.042842,-0.019543,No-use
0.066596,-0.014072,0.012795,0.025535,0.027282,0.021538,0.010169,0.011302,-0.024225,No-use
0.046945,-0.010244,0.006343,0.034818,0.020528,0.04618,0.016377,0.010238,-0.029129,No-use
0.001939,0.008453,0.059117,0.024173,0.071883,0.018873,0.031891,0.001047,0.017881,No-use
-0.034889,-0.00245,0.021297,-0.059194,-0.002257,-0.051162,-0.005,0.022641,-0.019358,No-use
-0.014967,0.044172,-0.01745,-0.016826,0.019107,0.049593,0.027733,0.040572,-0.029037,No-use
0.022469,0.047464,-0.001305,-0.007475,0.018031,0.0292,0.002348,0.035039,-0.016071,No-use
0.020268,0.007151,-0.022455,-0.042346,-0.047597,0.000645,0.021406,0.019637,-0.001872,No-use
0.043884,-0.01439,-0.022573,-0.040123,-0.002799,-0.045723,-0.00718,-0.040306,-0.003457,No-use
-0.028589,0.000433,-0.019078,-0.042549,-0.026777,-0.003085,0.012824,0.029602,-0.004552,No-use
0.001654,0.048563,-0.034767,-0.016155,-0.010486,0.030684,0.030919,0.034357,-0.008173,No-use
-0.034779,0.012509,-0.005338,-0.04823,0.003238,-0.025086,-0.013474,-0.0374,-0.027286,No-use
0.041061,-0.009867,-0.016265,0.013148,0.002121,0.029192,0.009198,0.024559,-0.002543,No-use
-0.010856,0.015987,0.031478,-0.022274,0.02638,-0.01557,0.046106,0.00491,0.037624,No-use
-0.00576,0.024045,0.032396,-0.015407,-0.000984,0.012551,0.040192,-0.084131,0.00789,No-use
-0.02758,-0.00416,0.021499,-0.020148,-0.019967,-0.025643,0.014084,-0.003435,-0.032254,No-use
-0.00063,0.021665,-0.005871,-0.035408,-0.06192,0.030606,0.028718,0.003626,-0.027564,No-use
-0.039322,-0.014105,-0.021838,-0.04351,0.034521,0.008167,0.021841,-0.021746,0.057494,No-use
-0.010138,0.017647,0.010105,-0.057129,-0.03006,-0.025589,0.00728,0.016088,-0.019309,No-use
-0.03517,0.009044,-0.032143,0.008262,0.003411,-0.012891,0.023445,0.025441,0.002559,No-use
-0.00048,0.021364,0.02724,0.000755,-0.038323,-0.034312,0.025644,-0.027343,-0.036865,No-use
-0.023092,0.012785,-0.006562,0.004291,0.032816,-0.022575,0.017759,0.024874,-0.014563,No-use
-0.037684,0.020526,0.025759,-0.034053,-0.003884,0.000586,0.046676,0.002853,0.037391,No-use
0.025755,0.050866,-0.043964,-0.040528,-0.019001,0.036526,0.028101,0.046982,0.000801,No-use
0.007164,0.018585,-0.019768,0.036351,-0.044709,-0.025603,0.040609,-0.020734,-0.005358,No-use
0.011665,0.019387,-0.01871,0.040819,-0.046946,-0.025987,0.042682,-0.024842,-0.006502,No-use
-0.061415,-0.036637,-0.011855,-0.030885,0.012174,0.016042,-0.008184,-0.034144,-0.03611,No-use
-0.012626,-0.018842,-0.005913,-0.06711,-0.032106,0.018199,0.009314,0.032336,-0.018032,No-use
-0.0148,-0.030136,-0.01731,-0.005925,0.000779,0.014372,0.022885,0.02333,-0.014321,No-use
0.052146,0.000961,-0.029171,0.048727,0.036595,-0.014033,0.039606,0.014051,-0.001469,No-use
-0.01149,-0.002419,-0.022007,-0.007959,-0.016472,-0.043798,0.01722,0.014874,0.008144,No-use
0.028888,0.031992,0.01322,-0.011366,0.04341,-0.030943,0.016072,0.022924,-0.025589,No-use
-0.036995,0.006727,-0.034992,0.020388,0.031395,-0.003636,0.024937,0.034649,0.000177,No-use
0.081228,0.012045,-0.027827,-0.002253,-0.020277,0.021539,0.040228,0.013713,-0.00796,No-use
0.087088,-0.016554,-0.046056,0.025587,0.017975,0.037048,0.017133,0.040803,0.019116,No-use
0.001541,-0.06168,-0.006162,-0.013173,0.024783,0.0479,0.022342,0.032851,-0.031882,No-use
0.040602,-0.001926,0.001524,-0.00259,0.02704,-0.030954,-0.008531,0.029175,0.00455,No-use
0.071426,0.008942,-0.008595,-0.020351,-0.056503,-0.026686,0.029708,-0.008051,-0.004978,No-use
-0.042441,-0.010953,-0.030801,-0.006894,-0.015166,-0.015014,0.018684,0.02371,0.004974,No-use
0.077871,0.053393,-0.006234,-0.015691,-0.034129,0.017505,0.03898,0.001925,-0.024794,No-use
-0.013324,-0.036797,-0.023008,0.031009,-0.022307,-0.007965,0.033472,-0.004093,-0.005846,No-use
-0.014175,-0.006778,0.008271,-0.023348,-0.037243,0.007254,0.022058,-0.000457,-0.0316,No-use
0.082723,-0.002161,-0.029466,0.007779,0.020005,0.005792,-0.010656,-0.035408,-0.001236,No-use
-0.022785,-0.004273,0.019302,-0.019304,0.045883,-0.033997,0.005239,0.026683,-0.028126,No-use
-0.024721,0.020099,0.004293,-0.036122,0.014187,0.005778,0.029323,-0.050332,0.034955,No-use
-0.024819,-0.017028,0.020948,0.017382,-0.032972,0.003442,0.031532,-0.025772,-0.045134,Long-term
-0.024436,-0.007742,-0.026567,0.010979,-0.024115,-0.01655,0.026975,0.00728,0.000397,Long-term
-0.044602,-0.012201,0.01356,0.008682,0.001494,0.011052,0.024295,0.000234,-0.041811,Long-term
-0.017353,-0.029161,-0.026691,0.037947,0.00433,-0.0017,0.033489,0.007538,-0.006528,Long-term
0.008335,-0.018447,0.030575,0.021504,-0.03293,-0.022352,0.031543,-0.037031,-0.043663,Long-term
-0.041875,0.018194,-0.034035,-0.001393,0.004299,-0.015497,0.019898,0.03197,0.005403,Long-term
-0.02279,-0.01478,-0.024348,-0.016177,-0.008412,-0.039656,0.012476,0.024774,0.009878,Long-term
-0.039625,0.018595,-0.033506,0.000841,0.003181,-0.015689,0.020934,0.029916,0.004831,Long-term
-0.022726,-0.010175,-0.050679,-0.002261,-0.000451,-0.010398,0.00444,-0.035636,0.000822,Long-term
0.016869,-0.056956,-0.000137,-0.011894,-0.009913,0.037493,0.027069,0.01132,-0.032934,Long-term
-0.017732,-0.016892,-0.024675,0.020634,-0.025003,-0.013945,0.030523,0.000751,-0.002447,Long-term
-0.012766,-0.049904,-0.005,-0.058251,-0.024705,0.027745,0.010629,0.031231,-0.021415,Long-term
-0.034072,-0.03289,-0.052715,-0.007525,0.010076,-0.003074,0.000134,-0.026104,0.001428,Long-term
-0.005342,-0.008654,-0.01873,-0.030647,-0.003007,-0.067288,0.004793,0.02826,0.016481,Long-term
-0.001931,-0.003729,-0.021276,0.03332,-0.0353,-0.018471,0.037339,-0.013256,-0.005324,Long-term
-0.02313,0.00197,0.00585,-0.035238,-0.035236,0.004841,0.017474,0.008126,-0.028184,Long-term
-0.025789,-0.00162,-0.032042,0.034511,0.028269,-0.001415,0.030557,0.024013,-0.003811,Long-term
-0.037467,-0.001711,-0.032367,0.008981,0.006996,-0.009517,0.022847,0.027126,0.002004,Long-term
-0.034234,-0.000114,0.003556,-0.026521,0.005034,-0.001744,0.047048,0.015378,0.056479,Long-term
-0.026564,0.017506,-0.011631,0.043573,0.045099,0.009786,0.03375,0.016589,-0.026425,Long-term
-0.037029,-0.019769,-0.005568,0.003369,-0.021158,-0.003907,0.023773,0.001865,-0.019785,Long-term
-0.028112,-0.00681,-0.004691,-0.008631,0.013121,-0.02489,0.014034,0.021089,-0.01272,Long-term
0.057541,0.003582,-0.004849,0.013925,0.006893,-0.089698,0.020367,-0.002173,0.008688,Long-term
-0.03794,-0.01015,-0.029742,-0.002426,-0.017403,-0.015398,0.020757,0.019603,0.00383,Long-term
-0.029358,0.003877,0.018345,-0.010975,0.005551,-0.01957,0.015137,0.006142,-0.033508,Long-term
-0.033672,-0.061117,-0.027161,0.016807,-0.007306,0.000128,0.02502,0.013653,-0.002951,Long-term
-0.01654,-0.011929,-0.019219,-0.026697,0.015524,0.022854,-0.000022,-0.032111,-0.032984,Long-term
-0.005251,0.031795,-0.050903,-0.063501,-0.023533,0.074084,0.00648,-0.009937,-0.022034,Long-term
0.031466,-0.000736,-0.031612,0.01426,0.019796,-0.021367,0.02775,0.025379,0.006634,Long-term
-0.040986,0.024533,-0.03743,-0.002618,0.047259,0.005038,0.000993,-0.018738,-0.017914,Long-term
-0.007878,-0.013091,0.011901,-0.026148,0.010899,-0.02378,0.044387,0.009912,0.058539,Long-term
-0.017888,-0.04734,0.031718,-0.011258,0.044538,0.004098,0.045625,0.008861,0.032576,Long-term
-0.046848,0.008952,-0.032468,-0.017268,-0.017863,-0.020994,0.015735,0.028554,0.008373,Long-term
0.050172,-0.02144,-0.01991,-0.017836,-0.022248,-0.057771,0.017361,0.011396,0.01519,Long-term
0.009803,-0.040641,-0.039696,0.047481,0.050895,0.025257,0.037202,0.032051,-0.005161,Long-term
-0.045891,0.009687,-0.008598,-0.014426,-0.024084,-0.012685,0.018312,0.011185,-0.014115,Long-term
-0.040501,0.016829,-0.010935,-0.011183,0.016639,0.007466,0.001481,-0.043631,-0.038576,Long-term
-0.02045,-0.015225,0.021071,0.003867,0.006011,-0.013975,0.020159,-0.002809,-0.038052,Long-term
-0.015991,-0.003222,-0.023066,-0.012428,-0.014235,-0.043414,0.015147,0.018981,0.009289,Long-term
-0.036957,0.016897,-0.033747,-0.009557,0.020623,-0.001227,0.000976,-0.030369,-0.017232,Long-term
-0.038126,-0.051566,-0.028524,0.009386,-0.007535,-0.00267,0.022509,0.018129,-0.00068,Long-term
-0.038543,-0.017589,-0.028052,-0.031816,-0.000582,-0.038312,0.005221,0.039149,0.013883,Long-term
-0.006363,-0.015271,0.034385,0.009037,-0.009677,0.010625,0.062939,-0.027373,0.024871,Long-term
-0.012295,0.000604,-0.027317,0.020925,0.013252,0.003024,0.013253,-0.053696,-0.02578,Long-term
-0.015566,-0.005137,-0.025386,0.001932,0.012631,-0.034351,0.017675,0.026136,0.006335,Long-term
-0.038387,0.007723,-0.054992,-0.023806,0.002446,-0.015417,-0.003692,-0.020523,0.007082,Long-term
-0.018548,0.008299,-0.020005,-0.014949,0.046386,0.009137,0.032821,-0.032337,0.051646,Long-term
-0.040939,0.009035,0.001665,-0.036176,0.005923,-0.00435,0.0435,0.021907,0.059323,Long-term
-0.036557,-0.01133,-0.008193,0.014776,0.003241,0.001974,0.025863,0.009389,-0.021612,Long-term
-0.001931,-0.003729,-0.021276,0.03332,-0.0353,-0.018471,0.037339,-0.013256,-0.005324,Long-term
-0.024483,-0.018096,-0.026263,0.013932,-0.021648,-0.013369,0.027413,0.006912,-0.00073,Long-term
0.005583,-0.010531,0.05903,-0.012917,0.06095,-0.016091,0.043807,-0.000869,0.015975,Long-term
-0.031524,-0.007878,0.019056,0.007727,-0.032084,0.000836,0.027985,-0.019243,-0.04229,Long-term
-0.039326,-0.030524,-0.005793,0.004088,-0.017572,-0.000533,0.023174,0.00355,-0.020341,Long-term
-0.048963,0.018058,0.011588,-0.004645,-0.00367,0.00189,0.020907,0.005447,-0.037285,Long-term
0.016431,-0.038898,-0.026936,-0.006283,0.018241,0.031882,0.026143,0.036581,-0.011144,Long-term
-0.020407,-0.020514,0.00657,-0.019842,0.021817,0.018122,0.033148,-0.055913,0.029301,Long-term
0.021171,-0.04955,-0.027279,-0.029476,0.078252,0.032301,-0.005787,0.000944,-0.02668,Long-term
-0.039582,0.007394,0.011689,0.021604,0.021189,0.013366,0.02802,0.004019,-0.043654,Long-term
-0.008819,0.011749,-0.040811,-0.013877,-0.006223,-0.007242,0.021664,0.036012,0.010961,Long-term
-0.02941,0.009205,0.001637,-0.030534,-0.007481,0.011298,0.016455,0.02181,-0.028294,Long-term
0.013332,-0.000884,0.014504,0.014958,0.045405,0.011829,-0.001363,0.026112,-0.023506,Long-term
-0.028801,0.000962,0.01696,0.021368,-0.008803,0.006525,0.031112,-0.013773,-0.044689,Long-term
-0.027291,-0.015582,-0.025407,-0.020645,-0.006175,-0.039272,0.010403,0.028881,0.011022,Long-term
-0.038769,-0.001562,-0.007477,-0.017402,-0.006412,0.004575,0.000865,-0.053576,-0.038449,Long-term
-0.01982,-0.007325,0.030906,-0.007321,-0.005432,0.008595,0.056282,-0.014682,0.029431,Long-term
-0.015566,-0.005137,-0.025386,0.001932,0.012631,-0.034351,0.017675,0.026136,0.006335,Long-term
-0.017306,-0.018807,-0.026996,0.034994,0.001863,-0.004882,0.033051,0.007906,-0.0054,Long-term
0.004093,-0.020587,-0.016473,0.010723,0.03479,0.03337,0.012272,-0.043807,-0.042214,Long-term
